cid,acname,acqualifier,acvalue
13869644,Ki,=,0.007762
91379597,Kd,=,0.06607
91379597,Ki,=,0.06166
45006130,Kd,=,0.0004571
45006130,Ki,=,0.0003236
155523337,Kd,=,0.002089
155523337,Ki,=,0.001479
4466165,Kd,=,0.01288
4466165,Ki,=,0.01202
155554001,Kd,=,0.06026
155554001,Ki,=,0.0631
9977907,Kd,=,0.12023
9977907,Ki,=,0.08318
71315272,Kd,=,0.01023
71315272,Ki,=,0.007943
3559,Kd,=,0.0004898
3559,Ki,=,0.0004677
21527771,Kd,=,0.0007943
21527771,Ki,=,0.001072
14151052,Kd,=,0.002399
14151052,Ki,=,0.00263
154395193,Kd,=,0.001
154395193,Ki,=,0.001
155545179,Kd,=,0.001047
155545179,Ki,=,0.001023
68568959,Kd,=,0.003236
68568959,Ki,=,0.002138
57403525,Kd,=,0.006761
57403525,Ki,=,0.00537
155540715,Kd,=,0.14125
155540715,Ki,=,0.1122
46228604,Kd,=,0.04074
46228604,Ki,=,0.03802
11486446,Kd,=,5.495e-05
11486446,Ki,=,5.248e-05
155534225,Kd,=,0.01778
155534225,Ki,=,0.01905
155537861,Kd,=,0.00195
155537861,Ki,=,0.003548
155567742,Kd,=,0.05248
155567742,Ki,=,0.04677
155563374,Ki,=,1.168
155519559,Ki,=,0.24
146680920,Ki,=,3.319
155514378,Ki,=,0.302
155515942,Ki,=,1.41
3033769,Ki,=,0.0127
130431342,Ki,=,1.62
130431343,Ki,=,0.00564
130431279,Ki,=,0.619
130431303,Ki,=,0.15
155564667,Ki,=,0.00465
155535272,Ki,=,0.00293
155533824,Ki,=,0.0581
130431277,Ki,=,0.139
155514430,Ki,=,0.0298
130431336,Ki,=,0.0161
130431309,Ki,=,0.193
130431317,Ki,=,0.164
130431334,Ki,=,0.00683
130431351,Ki,=,0.0278
130431337,Ki,=,0.0055
130431290,Ki,=,0.0125
155552695,Ki,=,0.233
130431316,Ki,=,0.151
130431340,Ki,=,0.0122
130431287,Ki,=,0.137
130431325,Ki,=,0.00634
681,EC50,=,0.376
155522454,EC50,=,0.00209
155563589,EC50,=,0.0377
155531663,EC50,=,0.0093
132578416,EC50,=,0.00027
155525527,EC50,=,0.0229
681,EC50,=,0.0008
54562,EC50,=,0.0013
155543869,Ki,=,0.084
155548205,Ki,=,0.324
155540541,Ki,=,0.411
155568628,Ki,=,0.095
155543223,Ki,=,0.355
155548127,Ki,=,0.18
155542198,Ki,=,0.245
155565292,Ki,=,0.042
155554955,Ki,=,1.826
155555224,Ki,=,0.136
155559811,Ki,=,0.438
155566852,Ki,=,0.458
155547259,Ki,=,0.211
155561102,Ki,=,1.042
155542160,Ki,=,1.592
155550580,Ki,=,0.31
156020913,IC50,=,0.0263
156013636,IC50,=,0.117
156011408,IC50,=,0.0015
156018107,IC50,=,0.0302
156017961,IC50,=,0.102
156021805,IC50,=,0.146
156021344,IC50,=,0.0111
156011035,IC50,=,0.0124
156015516,IC50,=,0.105
156018685,IC50,=,0.00103
156021409,IC50,=,0.406
156010883,IC50,=,0.135
156011666,IC50,=,0.0405
156011945,IC50,=,0.0124
156010510,IC50,=,0.007
156013716,IC50,=,0.0947
156018685,EC50,=,0.0273
11978813,EC50,=,0.0063
156011945,EC50,=,0.0136
156014350,IC50,=,0.0628
5533,IC50,=,4.485
156017859,IC50,=,0.0426
156018236,Ki,=,1.5078
3559,Ki,=,0.00558
3559,Ki,=,0.00558
156016177,Ki,=,1.74
156020120,Ki,=,0.478
156010592,Ki,=,0.854
156012686,Ki,=,0.978
156012196,Ki,=,0.231
3559,Ki,=,0.00197
156012433,Ki,=,0.32
156013324,Ki,=,0.26
6005,Ki,=,0.082
156013666,Ki,=,0.963
156012880,Ki,=,2.048
156022132,Ki,=,0.759
141801399,Ki,=,0.679
156011233,Ki,=,0.431
58389169,EC50,=,0.016
156010319,Ki,=,0.37
156017609,Ki,=,0.039
156012823,Ki,=,0.106
156021059,Ki,=,0.009
156012741,Ki,=,0.168
156019370,Ki,=,0.014
156020306,Ki,=,0.164
156020908,Ki,=,0.059
156011936,Ki,=,0.016
156016366,Ki,=,0.031
44286416,Ki,=,0.01
156012551,Ki,=,0.056
156018383,Ki,=,0.035
156019026,Ki,=,0.016
156013612,Ki,=,0.033
156018141,Ki,=,0.041
156013203,Ki,=,0.055
156016142,Ki,=,0.018
156017281,Ki,=,0.001
156014041,Ki,=,0.225
156014079,Ki,=,0.031
156016485,Ki,=,0.001
156019543,Ki,=,0.027
162655547,Ki,=,9
162675372,Ki,=,7.5
132256714,Ki,=,0.67608
132256800,Ki,=,0.02884
132256810,Ki,=,0.43652
132257256,Ki,=,0.91201
132256761,Ki,=,0.33884
162643108,Ki,=,0.453
142405827,Ki,=,0.11
162672733,Ki,=,0.819
135398737,Ki,=,0.389
162646534,Ki,=,0.135
162657175,Ki,=,0.1675
149506840,Ki,=,0.106
162660874,Ki,=,0.479
147230103,Ki,=,1.38
135398745,Ki,=,0.058
162657549,Ki,=,0.127
162676091,Ki,=,1.218
11465618,Ki,=,0.028
142405812,Ki,=,0.047
142405815,Ki,=,0.028
162646218,Ki,=,0.124
162655154,Ki,=,0.098
107930,Ki,=,1.24
142405818,Ki,=,0.069
142405825,Ki,=,0.063
162665267,Ki,=,1.18
162662985,Ki,=,0.0939
162665485,Ki,=,0.0316
162660216,Ki,=,0.084
162658416,Ki,=,0.0028
162663054,Ki,=,0.2905
162669496,Ki,=,0.0437
162645987,Ki,=,0.0911
162658985,Ki,=,0.0993
162677036,Ki,=,0.0059
162653991,Ki,=,0.0121
162655913,Ki,=,0.1887
11154555,Ki,=,0.00049
162646372,Ki,=,0.0253
162652001,Ki,=,0.0239
162646791,Ki,=,0.0029
162647966,Ki,=,0.0206
162655294,Ki,=,0.0098
162674746,Ki,=,0.0063
162652984,Ki,=,0.0058
162659730,Ki,=,0.0141
162646653,Ki,=,0.1
162650168,Ki,=,0.001738
162656718,Ki,=,0.0955
162662399,Ki,=,0.10471
162674561,Ki,=,0.32359
162661903,Ki,=,0.00123
162654406,Ki,=,0.001413
162657622,Ki,=,0.00257
162666034,Ki,=,0.05623
162669595,Ki,=,0.0389
162674158,Ki,=,0.01995
3559,Ki,=,0.001862
162666577,Ki,=,0.02399
162664339,Ki,=,0.04365
162665588,Ki,=,0.0123
162644013,Ki,=,0.01514
162651292,Ki,=,0.03802
162659287,Ki,=,0.01778
162659494,Ki,=,0.01413
162643494,Ki,=,0.05623
162647097,Ki,=,0.00309
162651486,Ki,=,0.16982
162654074,Ki,=,0.02042
162662361,Ki,=,0.05623
162643812,Ki,=,0.03236
162650362,Ki,=,0.0001995
162647173,Ki,=,0.00912
162649235,Ki,=,0.000631
162651619,Ki,=,0.008318
162652285,Ki,=,0.03162
162661196,Ki,=,0.01622
162663078,Ki,=,0.008913
162657983,Ki,=,0.0009333
162650396,Ki,=,0.10233
162654006,Ki,=,0.005623
162659577,Ki,=,0.03467
162674129,Ki,=,0.0004467
135398737,Ki,=,0.157
3559,Ki,=,0.00074
5073,Ki,=,0.00357
162654486,IC50,=,6.935
146957784,IC50,=,0.4669
148417349,IC50,=,0.0019
162667855,IC50,=,0.003
162677207,IC50,=,1.878
162653322,IC50,=,0.0108
162668053,IC50,=,0.8235
162652689,IC50,=,0.528
162661950,IC50,=,3.765
162648066,IC50,=,0.4847
162649936,IC50,=,0.0023
162658289,IC50,=,0.002
162672738,IC50,=,0.0593
162651388,IC50,=,0.156
152797966,IC50,=,0.0185
162642953,IC50,=,0.4592
162650025,IC50,=,0.0036
162653757,IC50,=,0.2887
2810280,Ki,=,2.16135
42631781,Ki,=,0.003981
155564110,Ki,=,0.041
155564110,Ki,=,0.04074
155562543,Ki,=,0.649
155562543,Ki,=,0.64565
162671032,Ki,=,1.168
162671032,Ki,=,1.1749
15443,Ki,=,0.229
15443,Ki,=,0.22909
155528865,Ki,=,0.193
155528865,Ki,=,0.19498
155563452,Ki,=,0.287
155563452,Ki,=,0.2884
155554837,Ki,=,0.364
155554837,Ki,=,0.36308
162645251,Ki,=,0.641
162645251,Ki,=,0.64565
90644063,Ki,=,1.861
90644063,Ki,=,1.99526
57399494,Ki,=,1.021
57399494,Ki,=,1.02329
155536631,Ki,=,0.599
155536631,Ki,=,0.60256
44209480,Ki,=,0.124
162669562,Ki,=,1.249
162669562,Ki,=,1.25893
60795,Ki,=,0.0033
155547197,Ki,=,0.181
155547197,Ki,=,0.19953
162652355,IC50,=,0.06761
162651961,IC50,=,0.07762
162643405,IC50,=,0.02884
162658259,IC50,=,0.01995
162662080,IC50,=,0.03467
162646896,IC50,=,0.216
162643462,IC50,=,0.12303
135339817,IC50,=,0.0063
6440792,IC50,=,0.0258
11978813,Ki,=,0.0003
681,EC50,=,0.0182
129103318,Ki,=,0.0029
21302490,IC50,=,0.0041
90389439,Ki,=,0.693
142590731,Ki,=,2.92
142590710,Ki,=,4.02
118643968,Ki,=,0.0786
162647425,Ki,=,0.813
21302490,IC50,=,0.0032
142590701,Ki,=,8.83
142590755,Ki,=,2.27
142590761,Ki,=,6.61
90389592,Ki,=,0.298
142590702,Ki,=,2.9
162670388,Ki,=,7.44
142590728,Ki,=,6.07
5002,Ki,=,0.14
135398737,Ki,=,0.13
3559,Ki,=,0.00012
9795739,Ki,=,7.5
162661691,Ki,=,0.0163
5073,Ki,=,0.0038
162663346,Ki,=,0.1672
162671034,Ki,=,0.1483
91937745,Ki,=,0.4982
15391752,Ki,=,0.0021
162677443,Ki,=,0.1192
162657836,Ki,=,0.1503
162661358,Ki,=,1.589
162670745,Ki,=,0.0206
162643168,Ki,=,0.0791
55421,Ki,=,0.4673
162672516,Ki,=,1.143
155202852,Ki,=,0.104
5311346,Ki,=,0.028
115107,Ki,=,7.58
155202848,Ki,=,1.01
162671452,Ki,=,9.42
162643946,Ki,=,5.88
10108884,Ki,=,0.031
25131339,Ki,=,0.241
162676953,Ki,=,0.742
162656068,Ki,=,0.886
162644347,Ki,=,0.456
162646407,Ki,=,1.332
126720397,Ki,=,0.689
11256720,Ki,=,0.997
162650164,Ki,=,0.27
162668120,Ki,=,0.066
162669593,Ki,=,0.073
162672054,Ki,=,0.25
162664513,Ki,=,0.189
162644572,Ki,=,0.059
162654269,Ki,=,0.048
162673328,Ki,=,0.97
162673328,EC50,=,0.321
162668120,EC50,=,0.0094
162644572,EC50,=,0.065
162654269,EC50,=,0.0032
162672054,EC50,=,0.542
162650164,EC50,=,0.292
162669593,EC50,=,0.0072
162664513,EC50,=,0.0034
54562,EC50,=,0.0051
162662242,Ki,=,0.367
5452,Ki,=,0.008
162676339,Ki,=,0.639
162672260,Ki,=,0.688
164609729,Ki,=,0.15488
164609017,EC50,=,2.95121
164609493,EC50,=,1.07152
164609729,EC50,=,0.33884
164624107,EC50,=,5.37032
164610892,EC50,=,1.69824
164614549,EC50,=,1.7378
164611757,EC50,=,1.09648
164612037,EC50,=,1.04713
54562,EC50,=,0.02818
164616851,EC50,=,1.51356
164608815,EC50,=,3.23594
164611342,EC50,=,1.65959
164617783,EC50,=,1.12202
164626153,EC50,=,0.58884
164622330,EC50,=,2.69153
164624107,Ki,=,0.35481
164626370,Ki,=,1.25893
164626153,Ki,=,0.31623
164611757,Ki,=,0.50119
164612037,Ki,=,0.44668
164627774,Ki,=,0.54954
164608815,Ki,=,0.26303
164611342,Ki,=,0.60256
164610892,Ki,=,0.47863
164614549,Ki,=,0.56234
164618690,Ki,=,2.51189
164609017,Ki,=,0.58884
164609493,Ki,=,1.69824
164616851,Ki,=,1.1749
164617783,Ki,=,0.52481
164622330,Ki,=,0.79433
3559,Ki,=,0.000263
59868,Ki,=,1
164608999,Ki,=,0.674
164608999,Ki,=,0.67608
164622973,Ki,=,3.26
164622973,Ki,=,3.23594
164614709,Ki,=,1.056
164614709,Ki,=,1.04713
60795,Ki,=,0.0033
164617626,Ki,=,1.095
164617626,Ki,=,1.09648
164619236,Ki,=,2.667
164619236,Ki,=,2.69153
164621388,Ki,=,1.234
164621388,Ki,=,1.23027
164627977,Ki,=,4.513
164627977,Ki,=,4.46684
164613771,Ki,=,2.798
164613771,Ki,=,2.81838
164628817,Ki,=,0.699
164628817,Ki,=,0.69183
164609650,Ki,=,3.071
164609650,Ki,=,3.0903
164628176,Ki,=,1.092
164628176,Ki,=,1.09648
164618028,Ki,=,1.93
164618028,Ki,=,1.94984
164609529,Ki,=,1.096
164609529,Ki,=,1.09648
44209480,Ki,=,0.124
15443,Ki,=,0.228
15443,Ki,=,0.22909
164611932,Ki,=,0.5265
164611932,Ki,=,0.50119
164620912,Ki,=,0.51
164615108,Ki,=,0.34
147200197,Ki,=,0.694
135409468,Ki,=,0.489
164623328,Ki,=,0.274
148724650,Ki,=,0.848
137284323,Ki,=,0.41
164615797,Ki,=,0.329
147230103,Ki,=,1.387
149505732,Ki,=,0.447
146755240,Ki,=,0.108
135398737,Ki,=,0.389
164618482,Ki,=,0.356
164620867,Ki,=,0.377
164608896,Ki,=,0.375
164628531,Ki,=,0.368
164619216,Ki,=,0.103
164614828,Ki,=,0.229
164611003,Ki,=,0.157
164615340,Ki,=,0.754
135398745,Ki,=,0.009
155519102,Ki,=,1.001
164610188,Ki,=,0.432
164616670,Ki,=,0.27
164624803,Ki,=,0.506
164624246,Ki,=,0.495
164610456,Ki,=,1.506
164613297,Ki,=,0.413
164620748,Ki,=,0.421
164612518,Ki,=,0.206
164618100,Ki,=,0.32
164615243,Ki,=,0.58
60795,Ki,=,0.0097
164628557,Ki,=,0.0062
57334553,Ki,=,0.0026
164614820,Ki,=,0.0074
164628744,Ki,=,0.002
164615296,Ki,=,0.0097
164622421,Ki,=,0.0095
164623248,Ki,=,0.0108
164617893,Ki,=,0.0122
164626259,Ki,=,0.0141
164619819,Ki,=,0.0015
164622805,Ki,=,0.0105
164608823,Ki,=,0.0019
164610884,Ki,=,0.0126
164616521,Ki,=,0.0019
164623595,Ki,=,0.0026
164611247,Ki,=,0.0025
164611906,Ki,=,0.002
164616004,Ki,=,0.0103
164610352,Ki,=,0.0134
164628738,Ki,=,0.0031
5073,Ki,=,0.0039
164613674,Ki,=,0.0027
164619181,Ki,=,0.0054
164620109,Ki,=,0.0017
134131472,Ki,=,0.005
129103161,Ki,=,0.0029
164628525,Ki,=,0.0116
164622805,IC50,=,0.0113
164619936,Ki,=,0.954
44436300,Ki,=,0.038
164625711,Ki,=,0.034
164618510,Ki,=,0.017
164623281,Ki,=,0.254
44436302,Ki,=,0.36
56971,Ki,=,1.224
164618208,Ki,=,0.026
164615095,Ki,=,0.092
164628882,Ki,=,0.002
155554326,Ki,=,0.001
164614734,Ki,=,0.02
164619075,Ki,=,0.165
44436301,Ki,=,0.177
11134444,Ki,=,0.113
155534575,Ki,=,0.051
164619290,Ki,=,0.02
3038495,Ki,=,0.069
164609536,Ki,=,0.897
164620827,Ki,=,0.708
164615190,Ki,=,0.417
164616486,Ki,=,0.967
164615496,Ki,=,0.568
164620454,Ki,=,0.744
164624964,Ki,=,0.589
164610093,Ki,=,0.803
164615483,Ki,=,0.776
146863439,Ki,=,0.958
164622652,Ki,=,1.065
164624053,Ki,=,0.642
164625185,Ki,=,0.728
164628041,Ki,=,0.861
164624434,Ki,=,0.568
164613469,Ki,=,0.732
164626407,Ki,=,0.663
149411903,Ki,=,0.563
164623818,Ki,=,0.962
164616272,Ki,=,1.025
164625719,Ki,=,0.923
164610238,Ki,=,0.962
164613322,Ki,=,0.863
164623609,Ki,=,0.688
164628758,Ki,=,0.723
164616861,Ki,=,0.785
164627635,Ki,=,0.785
164612093,Ki,=,0.853
164623675,Ki,=,0.697
5311346,Ki,=,0.043
164626243,Ki,=,0.473
164614142,Ki,=,0.00724
164626317,Ki,=,0.217
164611252,Ki,=,0.00186
164628874,Ki,=,0.0744
164622709,Ki,=,0.000688
164624513,Ki,=,0.00257
60795,Ki,=,0.000687
164613651,Ki,=,0.00226
164613796,Ki,=,0.0019
164615396,Ki,=,0.0664
164614555,Ki,=,0.0276
164623879,Ki,=,0.173
164624645,Ki,=,1.76
164614425,Ki,=,0.00229
164622835,Ki,=,0.00742
164621271,Ki,=,1.31
164623591,Ki,=,0.00177
57267,Ki,=,0.000117
164618338,Ki,=,0.0253
164616373,Ki,=,0.205
164618771,Ki,=,0.162
11957544,Ki,=,0.0382
164618165,Ki,=,0.00254
164618867,Ki,=,2.59
164609508,Ki,=,0.000947
164609592,Ki,=,0.4266
164609592,Ki,=,0.42658
164618773,Ki,=,0.9772
164618773,Ki,=,0.97724
164619127,EC50,=,0.0089
164619127,EC50,=,0.008913
163728602,EC50,=,0.0109
163728602,EC50,=,0.01096
161553599,EC50,=,0.00415
161553599,EC50,=,0.004169
164615867,EC50,=,0.0189
11154555,Ki,=,0.00145
11154555,Ki,=,0.001445
164626197,Ki,=,1.04
164626197,Ki,=,1.04713
164619170,Ki,=,0.00658
164619170,Ki,=,0.006607
164624917,Ki,=,0.8324
164624917,Ki,=,0.83176
164628178,Ki,=,0.0128
60795,Ki,=,0.00213
60795,Ki,=,0.002138
156785342,Ki,=,0.0438
156785342,Ki,=,0.04365
164040127,Ki,=,0.2592
164040127,Ki,=,0.25704
164615867,EC50,=,0.01905
164620035,EC50,=,0.00347
164620035,EC50,=,0.003467
11154555,EC50,=,0.00102
11154555,EC50,=,0.001023
164619170,EC50,=,0.00412
164619170,EC50,=,0.004074
164616008,EC50,=,0.0068
164616008,EC50,=,0.006761
164619589,Ki,=,0.1257
164619589,Ki,=,0.12589
164621351,Ki,=,0.159
164621351,Ki,=,0.15849
164626955,Ki,=,2.188
164626955,Ki,=,2.18776
164617999,Ki,=,0.4539
164617999,Ki,=,0.45709
164158703,Ki,=,0.0156
164158703,Ki,=,0.01549
164621557,Ki,=,2.309
164621557,Ki,=,2.29087
164619127,Ki,=,0.0115
164619127,Ki,=,0.01148
163728602,Ki,=,0.0427
164617999,EC50,=,0.0229
164617999,EC50,=,0.02291
164158703,EC50,=,0.00782
164158703,EC50,=,0.007762
164618742,EC50,=,0.6607
164618742,EC50,=,0.66069
11978813,EC50,=,0.0102
11978813,EC50,=,0.01
164622481,EC50,=,0.0776
163728602,Ki,=,0.04266
164610211,Ki,=,0.214
164610211,Ki,=,0.2138
164615405,Ki,=,0.1281
164615405,Ki,=,0.12882
164622576,Ki,=,0.0493
164622576,Ki,=,0.04898
11978813,Ki,=,0.00051
11978813,Ki,=,0.0005129
164622481,Ki,=,0.2178
164622481,Ki,=,0.21878
156785369,Ki,=,0.317
156785369,Ki,=,0.31623
164628423,Ki,=,0.0258
164628423,Ki,=,0.0257
164622481,EC50,=,0.07762
156785369,EC50,=,0.1972
156785369,EC50,=,0.19498
164628423,EC50,=,0.00421
164628423,EC50,=,0.004169
164610211,EC50,=,0.0496
164610211,EC50,=,0.04898
164615405,EC50,=,0.01473
164615405,EC50,=,0.01479
164622576,EC50,=,0.00422
164608879,Ki,=,1.825
164608879,Ki,=,1.8197
164618742,Ki,=,0.2999
164618742,Ki,=,0.302
164625214,Ki,=,0.3216
164625214,Ki,=,0.32359
164609095,Ki,=,0.0329
164609095,Ki,=,0.03311
164623892,Ki,=,0.2443
164623892,Ki,=,0.24547
164624420,Ki,=,0.0619
164624420,Ki,=,0.06166
164616128,Ki,=,0.2633
164616128,Ki,=,0.26303
164622576,EC50,=,0.004169
164616642,EC50,=,0.1698
164616642,EC50,=,0.16982
156785362,EC50,=,0.062
156785362,EC50,=,0.06166
164623044,EC50,=,0.0263
164623044,EC50,=,0.0263
164626610,EC50,=,0.00288
164626610,EC50,=,0.002884
54562,EC50,=,0.00299
164619170,EC50,=,0.0016
164619170,EC50,=,0.001585
164623991,EC50,=,0.00718
164623991,EC50,=,0.007244
54562,EC50,=,0.00118
54562,EC50,=,0.001175
164628178,EC50,=,0.00203
164628178,EC50,=,0.002042
164619127,EC50,=,0.00645
164619127,EC50,=,0.006457
164616642,Ki,=,0.0983
164616642,Ki,=,0.09772
156785362,Ki,=,0.3625
156785362,Ki,=,0.36308
164623044,Ki,=,0.0599
164623044,Ki,=,0.06026
164626610,Ki,=,0.0952
164626610,Ki,=,0.0955
161553599,Ki,=,0.0322
161553599,Ki,=,0.03236
164615867,Ki,=,0.3656
164615867,Ki,=,0.36308
164620035,Ki,=,0.0274
164620035,Ki,=,0.02754
164621372,Ki,=,0.3225
54562,EC50,=,0.00302
164609592,EC50,=,0.0535
164609592,EC50,=,0.0537
164618773,EC50,=,0.00845
164618773,EC50,=,0.008511
60795,EC50,=,0.0124
60795,EC50,=,0.0123
156785342,EC50,=,0.0129
156785342,EC50,=,0.01288
164040127,EC50,=,0.8912
164040127,EC50,=,0.89125
164621372,Ki,=,0.32359
3559,Ki,=,0.00633
3559,Ki,=,0.00631
164614576,Ki,=,0.3843
164614576,Ki,=,0.38019
164616161,Ki,=,1.33
164616161,Ki,=,1.12202
164622475,Ki,=,0.1267
164622475,Ki,=,0.12589
164617831,Ki,=,0.1557
164617831,Ki,=,0.15488
164623991,Ki,=,0.0208
164623991,Ki,=,0.02089
164627971,Ki,=,0.0301
164627971,Ki,=,0.0302
164619589,EC50,=,0.0093
164619589,EC50,=,0.009333
164621351,EC50,=,0.0167
164621351,EC50,=,0.0166
164609095,EC50,=,0.00263
164609095,EC50,=,0.00263
164623892,EC50,=,0.0348
164623892,EC50,=,0.03467
164624420,EC50,=,0.049
164624420,EC50,=,0.04898
164619127,EC50,=,0.0025
164619127,EC50,=,0.002512
163728602,EC50,=,0.00202
163728602,EC50,=,0.002512
164624917,EC50,=,0.128
164624917,EC50,=,0.13804
164628178,EC50,=,0.0083
164628178,EC50,=,0.008318
164616008,EC50,=,0.011
164616008,EC50,=,0.01072
164618742,EC50,=,0.3388
164618742,EC50,=,0.33884
164616008,Ki,=,0.038
164616008,Ki,=,0.03802
164628178,Ki,=,0.01288
164613755,Ki,=,0.178
164613755,Ki,=,0.17783
164614576,EC50,=,0.0955
164614576,EC50,=,0.0955
164622475,EC50,=,0.0178
164622475,EC50,=,0.01778
164617831,EC50,=,0.0112
164617831,EC50,=,0.01122
164623991,EC50,=,0.00943
164623991,EC50,=,0.009333
164613755,EC50,=,0.0263
164617999,EC50,=,0.0613
164617999,EC50,=,0.06026
164158703,EC50,=,0.00447
164158703,EC50,=,0.004467
164609095,EC50,=,0.015
164609095,EC50,=,0.01514
164623892,EC50,=,0.094
164623892,EC50,=,0.09333
164624420,EC50,=,0.0676
164613755,EC50,=,0.0263
164624917,EC50,=,0.4074
164624917,EC50,=,0.40738
164628178,EC50,=,0.00341
164628178,EC50,=,0.003388
164624420,EC50,=,0.06761
11154555,EC50,=,0.00237
11154555,EC50,=,0.002344
164619170,EC50,=,0.00466
164619170,EC50,=,0.004677
164040127,EC50,=,0.41687
164619589,EC50,=,0.01
164619589,EC50,=,0.01
164621351,EC50,=,0.00406
164621351,EC50,=,0.004074
164617831,EC50,=,0.00708
164617831,EC50,=,0.007079
164623991,EC50,=,0.00363
164623991,EC50,=,0.003631
161553599,EC50,=,0.0188
161553599,EC50,=,0.01862
164615867,EC50,=,0.0357
164615867,EC50,=,0.03548
164620035,EC50,=,0.0149
164620035,EC50,=,0.01479
164621372,EC50,=,0.0141
164621372,EC50,=,0.01413
11978813,EC50,=,0.0161
11978813,EC50,=,0.01622
164622481,EC50,=,0.1906
164622481,EC50,=,0.19055
156785369,EC50,=,0.0701
156785369,EC50,=,0.07079
164628423,EC50,=,0.00675
164628423,EC50,=,0.006761
164616128,EC50,=,0.0218
164616128,EC50,=,0.02188
164616642,EC50,=,0.1202
164616642,EC50,=,0.12023
156785362,EC50,=,0.0147
156785362,EC50,=,0.01479
164623044,EC50,=,0.0324
164623044,EC50,=,0.03236
164626610,EC50,=,0.00743
164626610,EC50,=,0.007413
54562,EC50,=,0.0157
54562,EC50,=,0.01585
164609592,EC50,=,0.0971
164609592,EC50,=,0.09772
164618773,EC50,=,0.00949
164618773,EC50,=,0.00955
60795,EC50,=,0.0189
60795,EC50,=,0.01905
156785342,EC50,=,0.00186
156785342,EC50,=,0.00195
164040127,EC50,=,0.4169
164610211,EC50,=,0.0131
164610211,EC50,=,0.01318
164615405,EC50,=,0.0276
164615405,EC50,=,0.02754
164622576,EC50,=,0.00508
164622576,EC50,=,0.005754
164614576,EC50,=,0.0617
164614576,EC50,=,0.06166
164622475,EC50,=,0.0395
164622475,EC50,=,0.02951
164613755,EC50,=,0.0234
164613755,EC50,=,0.02344
90469115,Ki,=,4.392
90469114,Ki,=,1.345
90469187,Ki,=,2.156
164629139,Ki,=,0.15
164627027,Ki,=,0.056
164609519,Ki,=,0.046
164626655,Ki,=,0.05
164610259,Ki,=,0.42
164611312,Ki,=,0.047
164615768,Ki,=,0.31
164613736,Ki,=,0.083
164617989,Ki,=,0.084
164625966,Ki,=,0.052
164612428,Ki,=,0.074
164628883,Ki,=,0.19
164612933,Ki,=,0.1
164623294,Ki,=,0.14
164612095,Ki,=,0.076
4452,Ki,=,0.00261
164622586,Ki,=,0.28
164627090,Ki,=,0.078
164610779,Ki,=,0.027
164627741,Ki,=,0.039
164622629,Ki,=,0.19
164613304,Ki,=,0.9
132153502,Ki,<,10
132153503,Ki,<,10
121304615,Ki,<,10
121304676,Ki,<,10
132153546,Ki,<,10
121304586,Ki,<,10
121315481,Ki,<,10
132153581,Ki,<,10
121304649,Ki,<,10
132141065,Ki,<,10
121304715,Ki,<,10
121304745,Ki,<,10
132153498,Ki,<,10
121315420,Ki,<,10
121315420,Ki,<,10
121315446,Ki,<,10
121315446,Ki,<,10
126534830,Ki,<,10
126534064,Ki,<,10
126534122,Ki,<,10
126566052,Ki,<,10
126535084,Ki,<,10
126566052,Ki,<,10
126534064,Ki,<,10
126534122,Ki,<,10
126535084,Ki,<,10
126534830,Ki,<,10
60795,Ki,<,0.1
121412939,Ki,<,0.1
121413012,Ki,<,0.1
121412889,Ki,<,0.1
156552225,Ki,<,0.1
163639561,Ki,<,0.1
163890379,Ki,<,0.1
163466827,Ki,<,0.1
163432941,Ki,<,0.1
156552396,Ki,<,0.1
163887300,Ki,<,0.1
156552394,Ki,<,0.1
156552384,Ki,<,0.1
163941953,Ki,<,0.1
156552396,Ki,<,0.1
156552367,Ki,<,0.1
164092572,Ki,<,0.1
163551813,Ki,<,0.1
163791103,Ki,<,0.1
156552396,Ki,<,0.1
166629403,EC50,=,0.28
166630178,EC50,=,0.13
92910,EC50,=,0.17
166629136,Ki,=,1.586
166632657,Ki,=,1.246
166629480,Ki,=,0.186
164916990,Ki,=,0.0203
164916955,Ki,=,0.0363
162419838,Ki,=,0.0937
164916972,Ki,=,0.0313
156043232,Ki,=,2.79
162419835,Ki,=,0.0231
166630739,Ki,=,0.114
164916929,Ki,=,0.0442
166629648,Ki,=,3.89
164916911,Ki,=,0.903
3559,Ki,=,0.00355
162419835,Ki,=,0.0439
156043232,Ki,=,7.38
164916935,Ki,=,1.94
164916913,Ki,=,2.63
166630739,Ki,=,0.457
166635630,Ki,=,0.167
164916929,Ki,=,0.0621
164916924,Ki,=,3.65
166635694,Ki,=,1.73
166634236,Ki,=,4.86
166626491,Ki,=,4.53
166629480,Ki,=,0.636
164916990,Ki,=,0.043
164916952,Ki,=,1.24
166626334,Ki,=,5.24
166627466,Ki,=,0.19
166633755,Ki,=,0.17
166630817,Ki,=,1.31
164916955,Ki,=,0.149
166626536,Ki,=,0.0516
166625887,Ki,=,2.86
164916959,Ki,=,0.00941
166635630,Ki,=,0.7
162419838,Ki,=,0.502
166635312,Ki,=,0.987
166628622,Ki,=,2.95
166630274,Ki,=,0.187
164916972,Ki,=,0.0747
164916983,Ki,=,0.0427
3955,Ki,=,5.79
164916966,Ki,=,2.38
164916944,Ki,=,2.27
166629988,Ki,=,0.0302
166632479,Ki,=,0.42658
166630851,Ki,=,0.0537
